	Domain	Phylum	Class	Order	Family	Genus	Species
OTU52633	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU532389	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU540654	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU541136	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU541852	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU542072	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU543709	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU544270	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU545302	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU545582	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU545643	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU546193	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU546279	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU549073	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU549160	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU549506	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU550479	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU551237	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU551593	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU551600	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU551962	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU552086	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU552289	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU552636	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU55375	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU553857	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU555013	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU555074	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU556619	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU558064	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU558241	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU558693	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU558809	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU560438	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU560668	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU560962	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU560971	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU561045	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU561628	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU562721	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU567113	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU567589	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU567830	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU569848	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU569922	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU570939	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU571062	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU571930	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU572604	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU574035	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU574093	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU575322	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU575654	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU576542	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU577068	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU577219	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU577502	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU578051	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU579052	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU579685	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU580207	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU582884	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU583442	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU583451	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU583639	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU583657	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU585410	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU585882	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU585946	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU586120	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU60985	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU62522	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU66015	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU66351	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU66557	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU666246	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU67006	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU679279	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU695738	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU70152	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU70316	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU70756	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU71109	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU71254	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU71262	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU71686	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU72080	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU720894	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU721283	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU722036	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU722231	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU722296	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU722525	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU722624	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU723099	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU725195	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU725329	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU72538	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU725575	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU725961	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU726113	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU72632	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU726803	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU726975	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU728700	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU728773	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU728864	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU729365	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU729421	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU730740	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU731416	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU732642	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU732795	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU733717	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU734034	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU734882	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU735796	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU736239	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU736976	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU737007	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU737029	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU737085	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU737484	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU737499	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU737889	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU738518	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU738943	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU739051	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU739473	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU739694	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU740078	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU740485	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU74070	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU740934	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU740935	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU741538	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU745303	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU74910	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU750760	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU750961	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU75470	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU763308	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU765657	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU77454	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU77641	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU77857	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU78200	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU78344	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU79068	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU79246	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU794771	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU79857	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU79985	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU810812	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU811305	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU81363	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU81612	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU818401	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU818737	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU83459	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU834698	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU83704	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU83978	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU84855	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU863485	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU864656	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU869809	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU879123	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU883752	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU892378	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU902062	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU904237	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU905883	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU906804	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU914046	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU970076	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU973068	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU97435	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU978709	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU983231	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU987124	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU992018	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU992081	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU996132	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_incertae_sedis	Glomerellaceae	Colletotrichum	Colletotrichum
OTU1148945	Fungi	Ascomycota	Sordariomycetes	unclassified_Sordariomycetes	unclassified_Sordariomycetes	unclassified_Sordariomycetes	unclassified_Sordariomycetes
OTU1190011	Fungi	Ascomycota	Sordariomycetes	unclassified_Sordariomycetes	unclassified_Sordariomycetes	unclassified_Sordariomycetes	unclassified_Sordariomycetes
OTU1196086	Fungi	Ascomycota	Sordariomycetes	unclassified_Sordariomycetes	unclassified_Sordariomycetes	unclassified_Sordariomycetes	unclassified_Sordariomycetes
OTU261679	Fungi	Ascomycota	Sordariomycetes	unclassified_Sordariomycetes	unclassified_Sordariomycetes	unclassified_Sordariomycetes	unclassified_Sordariomycetes
OTU627770	Fungi	Ascomycota	Sordariomycetes	unclassified_Sordariomycetes	unclassified_Sordariomycetes	unclassified_Sordariomycetes	unclassified_Sordariomycetes
OTU792195	Fungi	Ascomycota	Sordariomycetes	unclassified_Sordariomycetes	unclassified_Sordariomycetes	unclassified_Sordariomycetes	unclassified_Sordariomycetes
OTU1077493	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypa	Eutypa
OTU24	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypa	Eutypa
OTU27	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypa	Eutypa
OTU294	Fungi	Ascomycota	Sordariomycetes	Xylariales	unclassified_Xylariales	unclassified_Xylariales	unclassified_Xylariales
OTU94	Fungi	Ascomycota	Sordariomycetes	Xylariales	unclassified_Xylariales	unclassified_Xylariales	unclassified_Xylariales
OTU1320993	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Thuemenella	Thuemenella
OTU455582	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria
OTU473057	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria
OTU1319063	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria
OTU260	Fungi	Ascomycota	unclassified_Ascomycota	unclassified_Ascomycota	unclassified_Ascomycota	unclassified_Ascomycota	unclassified_Ascomycota
OTU794577	Fungi	Ascomycota	unclassified_Ascomycota	unclassified_Ascomycota	unclassified_Ascomycota	unclassified_Ascomycota	unclassified_Ascomycota
OTU29141	Fungi	Ascomycota	unclassified_Ascomycota	unclassified_Ascomycota	unclassified_Ascomycota	unclassified_Ascomycota	unclassified_Ascomycota
